text,Food,Interior,Price,Whole,Service
"Всем доброго дня! Зашел посмотреть телефон заведения, чтобы заказать столик, но решил написать и отзыв ))) Ходим сюда часто, и с друзьями, и с семьёй. Здесь даже отмечал мой друг день рождения, было весело и вкусно. Последний раз посещали ресторан в субботу 26 числа. Пришли с другом и с женами часов в 5 вечера, народу было на удивление немного. Мы, мужчины, пили пиво, наши женщины пили красное вино, довольно неплохое. Ели роллы (традиционную филадельфию и острые запеченные), друзья брали супы, сказали, что вкусные. На горячее я брал перечный стейк (люблю его очень). Не всегда угадывают с прожаркой, но в этот раз был идеальный. Посидели недолго, т.к. торопились в кино. Надеюсь, в эти выходные посидим подольше и дождемся живой музыки. В целом очень достойное место, особенно за такие деньги.",positive,positive,positive,positive,absence
"Сегодня случайно попали в этот ресторан. В общем производит вполне приличное впечатление, НО... обслуживание отвратное. Минут 10 мы ждали, что к нам кто-то подойдет и принесет меню. Потом еще минут 15 пытались заказать, всем было не до нас. При заказе спросили, как долго будут готовиться те или иные блюда, и в конечном счете, т.к. время было мало, заказали цезарь и морс мне, и пасту, блины и морс мужу. Через 30 минут мне принесли салат, еще минут через 10 - блины. Когда же я спросила про морс и хлеб - прошло еще минут 10, получили только морс. Время поджимало было уже не до пасты, я попросила счет, который принесли незамедлительно. Мы еще подождали минут 10, когда же принесут пасту, но видимо не судьба была ее поесть. Заплатили за все (и пасту тоже) и ушли. Из того, что мы успели попробовать, все было вкусно, так что по кухне претензий нет, но вот сервис - это что-то. Идите в этот ресторан только тогда, когда у вас есть в запасе 3-4 часа, иначе никуда не успеете. У нас было всего 1.5 часа, но вот все, что заказали, поесть не удалось к сожалению.",positive,absence,neutral,both,negative
"Я была здесь с подругой пока один раз. Пришли вечером, чтобы послушать живую музыку, отдохнуть и пообщаться. Заказали столик заранее. Остались всем довольны. На первом этаже кафешка, а на втором этаже 3 зала. На счет еды не могу сказать точно…За один раз оценить всё невозможно, но то, что заказали, соответствовало своим вкусовым качествам и моему вкусу(заказали роллы Филадельфия, греческий салат и пиво). Меню разнообразное, цены адекватные. Понравился интерьер. Столики есть на любой вкус и с диванами и у окна и напротив сцены. Очень хорошая музыка, в тот вечер выступали Egeiro Project (отдельное им спасибо). P.S. Уютное место для вечернего отдыха. Обязательно придём ещё. />",positive,positive,positive,positive,absence
"Вывод напишу сразу: дружелюбно, вкусно и приятно. В субботу вечером свободных мест было достаточно, чтобы выбрать понравившееся. Есть и удобные диванчики и круглый стол для большой компании. Официант-бармен - изюминка этого заведения)) Заказ приняли быстро, принесли тоже. Лимонад, потом салат, потом стейк, потом кофе. Все своевременно, сидеть над пустой тарелкой не пришлось. Еда вкусная, замечаний нет. Стейк был именно стейком, а не куском жаренного мяса. Хорошие приборы, новая посуда, позитивный интерьер. Там хочется посидеть подольше. Чек был на 860 руб. имхо это даже дешево! Кофе был в подарок! Давненько я не покидала заведение такой довольной. За десертом я туда точно вернусь, приходите и Вы, настоятельно рекомендую!",positive,positive,positive,positive,positive
"Примерно месяц назад посетили это заведение, т. к. многие рекомендовали его, как замечательное место. Да, действительно, место очень хорошее, приятное. Как и большинству знакомых, посетивших данное место, понравился интерьер, очень располагает к дружескому, теплому общению. Персонал приветливый, отзывчивый. Еда на уровне и что порадовало--порции большие)) Если говорить о минусах этого ресторана, очень людно и если хотите туда попасть вечером, то обязательно заказывайте стол заранее.",positive,both,absence,both,positive
"Всем хорошего дня! 9 августа у нас с мужем был 10ти летний юбилей свадьбы. Прошло все настолько супер,что даже и представить не могли,что так получится. Обстановка очень уютная.Есть возможность выбрать цвет интерьера. У нас была розовая свадьба и нам оформили зал в бело-розовых тонах. Очень красиво!!! Было 40 чел и все остались в восторге от вкуснейшей еды.Не навязчивое обслуживание официантов,всё успевали,своевременно убирали со столов и приносили новые блюда и напитки. Достаточно важно: для такой жары,как сейчас стоит у нас в городе замечательная система кондиционирования в зале. Было очень комфортно! После окончания банкета,официанты и администратор старательно упаковали всё в свои ланч-боксы. Нам очень понравился этот банкетый зал! Если хотите хорошо отметить свой праздник, то вам сюда!=))) СПАСИБО ОГРОМНОЕ !!!!!!!!!!",positive,positive,absence,positive,positive
"Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню. Да музыка играла громко,но при этом понравилось,что это национальная и живая музыка. Обслуживал очень приятный молодой человек,постоянно улыбающийся и посоветовавший нам хорошие блюда. Кухня действительно похожа на греческую(в Греции бываю почти каждое лето). Вкусный шашлык и прекрасный выбор салатов, довольно большой выбор алкоголя. Плюс цена довольна не высокая для центра города. Так что думаю еще не раз семьей сходим.",positive,both,positive,positive,positive
"Впечатление заведение оставило не самые лучшие!!а жаль.....новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...счёт нам вынесли,когда мы еще кушали,и даже не просили его,видно в этом заведении не любят ,когда гости задерживаются,сложилось впечатление,что нам определённо пора!!!=))) Интерьер милый,есть диванчики,правда не очень мягкие!!",absence,both,absence,negative,negative
"Выбрали это место для начала празднования с коллективом из 13 человек годовщины выпуска. Могу с уверенностью сказать, что кухня в этом заведении одна из лучших среди тех, которые мы посещали (а таких довольно много). Заказывали много блюд, в частности я попробовал пасту, название которой мне не удалось запомнить к сожалению, зато великолепный вкус запомнится надолго. Порции большие, так что набирать сразу много не стоит. От всех блюд коллеги были в восторге. Только бифштекс не порадовал, он не был похож на всем знакомый нам бифштекс. Но, думаю, это дело привычки. Все единодушно сошлись на том, что в этом заведении самое лучшее домашнее мороженое! Так что любителям десертов советуем его попробовать. Вы точно останетесь довольны. Официантки очень приветливы. Приносят и уносят все моментально, хотя их не видно в поле зрения. Блюда подаются после заказа очень быстро, нам принесли уже через 5-7 минут. Так что для обеденного перерыва тоже очень хорошее место. Интерьер тоже уютный, есть выбор столиков на различное количество персон. Насколько я понял, заведение уже очень популярно, так что заранее стоит бронировать стол. Это к тому же бесплатно.",both,positive,absence,positive,positive
"Я редко пишу отрицательные отзывы, но в данном случае просто считаю это делом принципа. Зашли с другом в воскременье вечером. Скажем так, такого отвратительного впечатления от посещения ресторана/паба у меня давное не было. Встретила и обслуживала нас откровенно хамоватая официантка. Половина блюд из меню в наличии не было. На вопрос почему так официантка ответила с вызовом, что вчера все было, а сегодня закончилось. Я заказал сырные палочки. Ждали мы их, ждали, пришла офицантка и сообщила что она их уронила на пол, и что это были последние палочки и вообщем палочек не будет. Мне хотелось встать и уйти, но так как это единственное место, где можно выпить пиво в окрестности, пришлось остаться. Мой друг заказал цезарь с креветками (курицы не оказалось), который оказался и на вид и на вкус совершенно отвратительным. Потом официантка не слишком вежливо поинтересовалась знаем ли мы что они работают в воскресенье до 11ти. На что мы ответили ""тепреь знаем"". Вообщем такие дела. Ходить туда не советую, может конечно в более людные дни они поадекватнее персонал ставят и блюда все в наличии, но что-то мне подсказывает что врятли.",negative,absence,absence,negative,negative
"Очень долго выбирали ресторан на Новогодний карпоратив и наш выбор остановился в этот год на кафе ""Кон-Коронель"" на Шкапина 10. И как оказалось в дальнейшем это был правильный выбор. От проведённого времени в этом месте остались только положительные воспоминания! Очень понравилась шоу программа и ведущая, которая с самого начала и до самого конца вечера создала доброжелательную и непренуждённую атмосферу)) В плане кухни и обслуживания нет ни одного нарекания, официанты все дружелюбные и своё дело знают хорошо. По поводу нашего банкетного меню хочу сказать отдельное спасибо администратору Ирине! Мы очень долго обсуждали с ней что и как будет находится на наших столах в тот вечер и она полностью оправдала наши ожидания! Огромное спасибо ресторану и всему персоналу за превосходный вечер! В следующем году вопрос выбора места для новогоднего корпоратива уже не стоит - только Кон-Коронель!",positive,positive,absence,positive,positive
"Недавно отмечали в Санам день рождения. Безумно понравилось. Гости в восторге. Прекрасный интерьер, хорошее обслуживание, быстро, ненавязчиво. Кухня понравилась. Есть и восточные блюда, и европейские, и японские. Так как в нашей компании у всех разные вкусы это очень порадовало, каждый нашел для себя подходящее блюдо. Большие порции, все очень вкусно. Очень понравился кальян. Так же большой выбор коктейлей, некоторые очень неплохие. Особенно понравились оргазм и клубничная маргарита. В целом все остались довольны, все советую!",positive,positive,absence,positive,positive
"Были уже не один раз, нравится! Приятное и очень уютное место! Быстрое и вежливое обслуживание. Вкусное и свежее пиво, особенно понравилось местное,свежесваренное. По кухне...пробовали уже многое - без претензий, но и на хвалебные оды не тянет....отметим ""БКС""(большой кусок свинины) - это рекомендуем. Ловим себя на мысли, что это место,куда хочется вернуться, а именно из-за уюта(особенно второй этаж нравится) и из-за свежего и лёгкого пива! Отзыв....часть вторая)))) Главное в пивном ресторане - это ПИВО! А оно у Вас на 5+! И ещё огромный плюс, что у Вас есть наши любимые хлебные греночки с сыром, да и ещё сушки с перчиком....за них отдельное спасибо))) Совершенно не хотели обидеть Юрия Семёнова отсутствием хвалебных од....вкусы ведь у всех разные и на всех не угодишь!;) нам у Вас ещё десертик понравился - Карпаччо из ананаса и манго в имбирном соусе - необычненько)) И хочется написать о Вашем внимательном отношении к посетителям....заказали в один из посещений сырные шарики, через некоторое время официантка извиняясь попросила заказать другую закуску ЗА СЧЕТ ЗАВЕДЕНИЯ ,т.к. с сырными шариками на кухне произошла какая-то проблема. То,что замена за счет заведения - это нас приятно удивило!",positive,positive,absence,positive,positive
"Праздновала в этом ресторане свой Др, праздник был семейный, поэтому хотелось посидеть в уютном месте с хорошей кухней. Был заказан столик( за 4 дня) на 2 этаже, по приходу нам сообщили что через 3 часа придут уже новые гости у которых тоже забронирован это стол. Это как-то омрачило первое впечатление о этом заведении. В меня есть всё, практически все кухни мира. Начну с салатов: ужаснее салата цезарь и придумать нельзя, соус невкусный, курица сухая.Пробовала ещё салат с авокадо, тот получше, но тоже так себе. Из горячего ела манты, наверное они были покупными, либо их там вообще не умеют готовить. Единственное что понравилось гостям это десерты. Пирожные очень вкусные, особенно торт из шоколада.Ушли из этого ресторана голодные и недовольные. За 5 оставили 10 тысяч( еда+ каждый заказал по 1-2 алкогольному коктейлю)",both,absence,neutral,negative,negative
"Ходили с молодым человеком в пятницу, 25 ноября. Кухня отличная, интерьер вообще выше всяких похвал, места довольно много. Я заказывала салат цезарь, ролл Радуга и чизкейк. Салат вкусный, единственное, не понравился соус, какой-то он странный был. Ролл Радуга - лучше бы не брала, роллы огромные, в рот не влезают. На вкус нормальные. Чизкейк вкусный, но слишком уж много этого клубничного пюре на тарелке. Молодой человек брал рис с курицей (очень очень вкусный, и цена всего 200 руб), мисо суп (не очень, одна вода, безвкусный) и тирамису, который ему очень понравился. Единственное, долго ждали, пока нам принесут меню, что очень странно (обычно меню несут быстро). Потом обслуживали быстро. Официант не очень улыбчивый, но вежливый. В общем и целом нам понравилось, придем еще.",both,positive,positive,positive,both
"На день рождения моей девушки, мы решили сходить в ресторан. Я выбрал ""Мидзуки"" основываясь на отзывах с этого сайта, и не ошибся - очень уютное место, вкусная еда (заказывали роллы и рис с курицей), музыка ненавязчивая и тихая. Сервис - хороший, - официантки, заметив что на них смотришь, - не делают вид, что не заметили, а подходят:) Ждать заказа пришлось не больше, чем ожидаешь от ресторана - тарелки появились ровно в тот момент, когда мне в первый раз пришло в голову, что пора бы уже всё-таки принести)) В общем, вечер провели замечательно, теперь буду водить туда друзей.",positive,positive,absence,positive,positive
"После прогулки решили с подругой зайти-перекусить, в этом ресторане была последний раз давно-года 4 назад, помню, что самую вкусную пиццу на тонком тесте ела я именно в Da Albertone, но с тех пор не получалось навестить это итальянское место, очень рада, что они до сих пор существуют, да и развились. В общем и в целом впечатления сложились довольно приятные. При входе нас сразу же встретил официант и гардеробщик, вежливо раздели-проводили. Зал выбрали, тот что в японском стиле. Заказали пасту Карбонару и ролл Филадельфияи. А на десерт решили взять конечно же Тирамису. Карбонара. Прекрасная, ароматная, дымящаяся - эта паста пока лучшая из тех, что я пробовала!!! Филадельфию мне удалось только попробовать, сделали на отлично, хороший кусок лосося-филадельфии-чуток риса, смело возьму в следующий раз Десерт Тирамису просто таял во рту))) Классический нежный кубик. Атмосфера порадовала - тёплое, уютное и спокойное место. Фоновая музыка разговорам не мешала. Единственный минус-в дамской комнате ощущение такое, что в ней не очень часто убираются. Урна полностью забита.",positive,both,absence,positive,positive
"Сегодня с подругой посетил данное заведение! очень всё понравилось,обслуживание порадовало еще при входе,доброжелательная и улыбчивая администратор Екатерина встретила нас и посадила за очень хороший столик,откуда открывался отличный вид. Обслуживала нас очень приятная девушка-официант.Заказывали фондю,обслуживали нас очень оперативно и что порадовало это не сказалось на качестве блюда. Официант и весь обслуживающий персонал,отлично знает своё дело. Молодцы. Теперь ""Чердак Художника"" будет часто посещаемым местом в нашем городе. Спасибо вам большое за хорошее настроение на весь день!!!!",positive,positive,absence,positive,positive
"В пятницу 8 числа с друзьями проходили мимо ресторана у видели большую вывеску и решили зайти посмотреть открытие олимпиады. Были приятно удивлены простатой интерьера, качеством кухни(спасибо огромное шеф повару),огромный выбор закусок к пиву. Особенно понравились ""перчики халапена"" (кажется так называлось это бесподобное блюдо),умеренные цены, большие порции. Немного ресторанов в городе, где можно так вкусно итак не дорого покушать!!!! Приятно удивил обслуживающий персонал. Девушка, которая нас обслуживала, с редким именем Антонина, хорошо разбирается в предсталенной рестораном еде и умело порекомендовала нам разные закуски. А какое пиво!!! Их около 10 сортов на любой вкус. бармен стал нам просто другом. На любой вопрос о пиве он умело подобрал каждому из нас пиво по вкусу. Всё было замечательно в этом пивном баре!!!! Всем Гроссенштрассе!!!!!!!!!!!!!!!!!",positive,positive,positive,positive,positive
"Я недавно переехала в Пушкин.Абсолютно не было времени ,чтобы прогуляться даже по парку,я уже не говорю про какие-либо рестораны.Недавно мне повезло и я выкроила время,чтобы пойти в Екатериненский парк.Погода выдалась ужасная ,решила скрыться в каком-нибудь уютном кафе.Подошла к первому человеку,идущему на встречу и поинтересовалась ,где есть хорошее место,чтобы выпить кофе.Мужчина ,не сомневаясь ответил,что на улице Московской есть чудесное кафе ""White-Rabbit"". Придя туда ,меня удивила очень уютная атмосфера,приветливый персонал и конечно же интерьер,отдаю должное хозяевам и дизайнеру!В тот день я пила американо(пожалуй самый вкусный)и ела филадельфию,осталась довольна,продукты свежие,кофе ароматный! Через неделю сходила с подругой,заказали 2 стейка (стриплойн) и бутылку красного вина.Такие стейки редко встретишь в СПб,очень вкусные!Всё очень понравилось!Кстати обслуживание очень приятное,их не видно,но тарелки исчезают сразу же.! Думаю пойти на вечер итальянского вина Novello. Спасибо за такое чудесное место в Пушкине!Удачи!",positive,positive,absence,positive,positive
"Приятный итальянский ресторанчик без претензий. Из минусов по обслуживанию только то, что долго ждали официанта с меню. Интерьер простой как внутри, так и снаружи. Из блюд заказывали томатный суп, ризотто с белыми грибами, пасту с креветками и Цезарь. Порции достаточно большие; все было вкусно, а вот Цезарь с курицей очень расстроил, соус был невкусный с рыбным запахом. Хорошее место для вкусной трапезы итальянской кухни по умеренной цене.",both,neutral,positive,positive,negative
"Сегодня отмечали день рождения небольшой компанией из шести человек. Нас разместили в VIP зале. Понравилось оформление стола, подсвечник с горящими свечами создал уютную атмосферу семейного торжества. Обслуживание прекрасное: тарелки убирали сразу, новые блюда приносили быстро, так что ничего не надо было ждать. Кухня тоже приятно удивила, особенно размер порций. Все было свежим и отменно вкусным. Единственное ""но""- это отсутствие живой музыки, с ней наш вечер был бы еще приятнее.иЗа сравнительно небольшие деньги отлично отдохнули и поели. Следующий раз не буду думать, куда пойти отмечать какое-нибудь торжество.",positive,both,positive,positive,positive
"Замечательный ресторан, ходили туда уже два раза, оба раза оставались очень довольны. Интерьер - простой и лаконичный, уютно и как-то по-домашнему. Обслуживание - с улыбкой! (для меня это очень важно), быстрое и внимательное. Еда - всё очень вкусно (пробовали салат ""Цезарь"", спагетти Карбонара, лазанью, стейк из лосося), красиво оформлено и достаточно быстро, хотя народу было немало. В общем, ресторану большое спасибо! Обязательно придем еще.",positive,positive,absence,positive,positive
"Встретились с подругами пообщаться, выпить пива. Столик заказали заранее, нас встретили, проводили, принесли меню всё оперативно. Заведение небольшое, очень камерное, что приятно. Интерьер обычный, как в других пабах, порадовали стеллажи с книгами и мягкие диваны.:) Пиво вкусное, есть из чего выбрать. Заказали: отварные креветки - креветки, как креветки, но какие-то слишком маленькие (240 руб.), салат ""Салмон"" с лососем, неплохой, но пресноват, соуса явно не хватает, кольца кальмара в кляре - под пиво нормально, мясные чипсы из говядины - вкусно, Рагу - вкусно, но больше напоминало бульон с мясом, королевские креветки с соусом - очень вкусное блюдо(599 руб.), к сожалению не все цены помню. Была одна официантка на весь зал (пятница вечер все столики заняты), но справлялась, напитки и блюда долго ждать не приходилось, не хватало немного приветливости, а в общем неплохо. Наш счёт на 5 человек составил около 4 000 руб. Подведя итог можно сказать, что хорошо провели время, милое заведение.",both,positive,neutral,positive,both
"В Дугласе оказались случайно, друзья отмечали день рождения. Первое впечатление – потрясающий размахом и продуманностью интерьер. Сначала сидели всей компанией в кабинке на диване, чувствовали себя комфортно и приватно. В конце вечера расслабленно перебрались за барную стойку. Удивило гармоничное сочетание в одном заведении ресторана и бара. Что касается кухни, заказывали и европейские и японские блюда, остались очень довольны. Все вкусно, порции средних размеров – не много, не мало. Меню не очень большое, но есть из чего выбрать. Действительно широкий выбор алкоголя, от коктейлей больших и маленьких, до линейки пива и виски. Словом, есть что выпить и поесть и девочкам, и мальчикам. Напитки приносили сразу, блюда ждать приходилось не долго, хотя, может, мы просто никуда не спешили :) Резюме: вечер удался во всех отношениях, а мы открыли для себя новое заведение. Единственный минус – не очень удобное месторасположение. Но для нас это не препятствие! :)",positive,positive,absence,both,positive
"Да, это что-то, даже не могу сказать как, но постараюсь. Захожу в ресторан, сказка! сказка! сказка! Встретили с улыбкой. Очень приятно. Показали свободный столик на двоих, а я был. Да все нормально, я люблю один ходить. Милая девушка принесла меню. Меню хорошее, скромное. Сижу, думаю, что выбрать на такой голодный желудок. Да вот оно, что я хотел: салат из говяжей вырезки (290р), суп мясной (210р), каре баранины (680р). При заказе еще хотел взять сок, девушка посоветовала натуральный морс, я согласился. М-м-м, какой великолепный салат! Такой я еще не пробовал. А суп даже лучше. Очень необычный. Каре баранины буду, еще раз буду. Пока не лопну, наверно хватит одной порции. Да, спасибо повару большое. Так держать! Было вкусно! Интерьер красивый, все со вкусом. Цвет, гамма, стулья — все красиво и удобно. Как в королевстве. Сюда лучше прийти с любимым человеком поужинать. Сервис хороший. Есть кое-какие минусы, но думаю они самоустранятся. На 8, но я поставлю 9. Потому что видно — люди стремятся к лучшему. Обязательно приеду еще раз.",positive,positive,absence,positive,positive
"03.09.2014 отмечали в ресторане ""Любимый"" день рождения любимого. Праздничный ужин проходил на 3 этаже. Интерьер ресторана очень интересный. Обслуживающий персонал , конечно, испортил весь праздничный вечер лично для нас и наших друзей. Во-первых, вовремя обслуживания, официант Анастасия уронила грязные приборы на гостя. Во- вторых, постоянно забирала посуду в которой еще находилась еда, а пустую посуду оставляла на столе. В конце вечера заказав воду принесла ее через 20 минут, при этом сказав, что она все это время кушала, ей было не когда. Мужчины заказали себе бутылочку Текилы, лимон и соль. Все приносилось отдельно , с разницей во времени 10 минут. Что очень сильно удивило. Я бы не рекомендовала идти в данный ресторан. Есть в Петербурге рестораны на много лучше и доступны по цене и качеству обслуживания.",absence,positive,absence,negative,negative
"Меня не обманули мои друзья! Как было сказано: ""Самые вкусные суши в городе!"", так и получилось. Место и интерьер: Ресторан расположен в спальном районе, сам бы я в него не поехал, но тут было по пути. Интерьер аккуратный, спокойный, комфортный. Кухня: прекрасные суши, свежая рыба, правильно сваренный рис, как запеченные, таки и классичесикие суши и роллы чудо как хороши. Все порции внушительного размера:) Ну очень вкусно. А еще дают вкусные вареники с вишней, что тоже не плохо. Сервис: быстро, по делу, без ошибок. Цены средние, суши от 55 рублей, роллы до 600, напитки не дорогие. Общее впечатление приятное. Если окажетесь в районе Ленинского проспекта, идеальное место для любителей японской кухни. Рекомендую ресторан, как ресторан для обеда, ужина. Публика разная, и семейные пары и парни, которые зашли пообедать ""на районе"", девушки-подружки и мамы с детьми. Для романтических свиданий не уверен. А вот зайти и перекусить просто, без повода-да. мне понравилось. -1 балл за кофе, он не вкусный. Общее впечатление приятное. Спасибо за вкусный обед!",both,positive,positive,positive,positive
"Я как-то увидела, что на месте не безызвестного магазина открылся новый ресторан. Вид через окно с Невского меня заставил туда заглянуть. И интерьер меня не разочаровал,а, наоборот, очень обрадовал. Очень красивое и уютное место. Обслуживающий персонал очень приятный. Нашему официанту пришлось много нам объяснять, так как с азиатской такой кухней я не знакома была. Но он много предлагал, описывал, помог выбрать. Я и моя подруга были очень довольны этим выбором. Я взяла кокосовый суп с морепродуктами. Он был острый, но, как я поняла, это особенность кухни. Но то люблю острое и была в восторге от блюда. Подруга заказала салат с апельсинами, рукколой и лососем, а на десерт мы брали манговый мусс и лимонный десерт. Нам все очень понравилось. Было безумно вкусно!!!!Советую всем обязательно посетить это заведение!!!!",positive,positive,absence,positive,positive
"31 июля отмечали нашу свадьбу в ресторане Анданте. К выбору ресторана подошли основательно, было много разных предложений, но лучше данного ресторана ничего не нашли. Все прекрасно начиная от первого звонка в ресторан и общения с администратором и заканчивая нашим сбором после банкета. Всегда приветливый обслуживающий персонал в любое время, при личном общении и по телефону. В ресторане несколько вариантов меню, на любой кошелек, в каждом из меню, большой выбор всего, закусок горячих и холодных, горячего, напитки. Мои гости, да в прочем как и мы молодые остались в полном восторге!!!) Кухня супер, атмосфера восхитительная, интерьер лучший, великолепный вид из ресторана! Рекомендую всем! Спасибо администрации!",positive,positive,positive,positive,positive
